\phs003824\ACQUISITIONTECHID_VISIT1\,8,0,false,,102.0,219.0,34171222008,34171228347,193,193
\phs003824\ACQUISITIONTECHID_VISIT3\,8,0,false,,1.0,314.0,34171228347,34171849457,21392,21392
\phs003824\ACQUISITIONTECHID_VISIT6\,8,0,false,,2.0,999.0,34171849457,34172856325,34694,34694
\phs003824\ACQUISITIONTECHID_VISIT9\,8,0,false,,11.0,389.0,34172856325,34173081237,7730,7730
\phs003824\AMPLITUDEMEASUREMENTMODE_VISIT3\,6,0,true,Median,null,null,34173081237,34173082208,2,2
\phs003824\DBGAP_SUBJECT_ID\,8,0,false,,5346291.0,5414269.0,34173082208,34176896935,131517,64030
\phs003824\EDITDATE_VISIT1\,10,0,true,01-01-1900,null,null,34176896935,34177650222,19800,19800
\phs003824\EDITDATE_VISIT6\,10,0,true,01-01-1900,null,null,34177650222,34178020583,9723,9723
\phs003824\EDITORID_VISIT1\,8,0,false,,1.0,1.0,34178020583,34178595516,19800,19800
\phs003824\EDITORID_VISIT3\,8,0,false,,0.0,1.0,34178595516,34180114602,52357,52357
\phs003824\EDITORID_VISIT6\,8,0,false,,0.0,1.0,34180114602,34181505102,47923,47923
\phs003824\EDITORID_VISIT9\,8,0,false,,0.0,4.9E-324,34181505102,34181836986,11419,11419
\phs003824\EDITTIME_VISIT1\,8,0,true,00:00:00,null,null,34181836986,34182550673,19800,19800
\phs003824\EDITTIME_VISIT6\,8,0,true,00:00:00,null,null,34182550673,34182901588,9723,9723
\phs003824\GLOBALRR_VISIT3\,3,0,true,210µ239,null,null,34182901588,34182902556,2,2
\phs003824\INTERVALMEASUREMENTAMPLITUDERESOLUTION_VISIT3\,2,0,true,10,null,null,34182902556,34182903533,2,2
\phs003824\INTERVALMEASUREMENTFILTER_VISIT3\,4,0,true,NONE,null,null,34182903533,34182904501,2,2
\phs003824\INTERVALMEASUREMENTMETHODTYPE_VISIT3\,8,0,true,Interval,null,null,34182904501,34182905481,2,2
\phs003824\INTERVALMEASUREMENTMODE_VISIT3\,7,0,true,Medians,null,null,34182905481,34182906453,2,2
\phs003824\INTERVALMEASUREMENTTIMERESOLUTION_VISIT3\,2,0,true,25,null,null,34182906453,34182907425,2,2
\phs003824\Imaging_WHI\phs003824.ID\Patient Demographics\PATIENTID\,8,0,false,,500001.0,699991.0,34182907425,34186722191,131517,64030
